ENERC;CHOAVL;FAT;PROT;FIBC;STARCH;SUGAR;FASAT;NACL
957.19;7.598;15.830;9.69;0.127;6.86;0.736;6.1720;2000.18
1029.24;8.170;17.021;10.42;0.137;7.38;0.792;6.6366;2150.73
1169.93;8.051;20.985;10.27;0.135;7.26;0.790;7.3480;2143.61
1228.44;21.481;17.526;8.46;2.459;21.10;0.381;5.8476;1983.05
1100.54;7.099;18.693;12.83;0.145;6.18;0.918;8.3004;1965.40
558.54;6.427;8.860;4.93;0.304;5.70;0.727;3.1304;1247.60
569.67;3.503;10.003;5.70;0.250;2.58;0.925;3.5646;1253.33
258.48;5.198;2.939;2.43;0.495;4.61;0.586;1.1410;669.70
203.54;4.740;1.692;2.76;0.485;4.10;0.644;0.5668;637.78
280.52;4.029;3.771;2.76;0.678;3.03;0.997;1.4462;649.77
444.60;8.668;5.102;4.31;1.011;7.52;1.150;1.9939;1220.64
586.18;14.278;6.259;4.63;0.985;13.20;1.081;2.1993;1051.38
499.53;12.863;4.771;4.35;0.750;10.84;2.025;1.8753;824.90
676.03;10.992;9.957;4.77;0.884;9.36;1.633;3.0852;1510.00
661.21;6.054;10.387;8.87;0.457;5.05;1.007;3.0192;1032.28
832.62;2.741;15.023;12.03;0.042;2.28;0.462;4.3709;1496.06
443.38;3.459;5.952;9.57;0.034;0.71;2.752;2.0022;1332.74
681.27;0.218;11.758;14.27;0;0;0.218;3.0497;1512.14
281.26;9.752;0.914;3.79;1.642;6.55;3.198;0.2928;480.68
497.48;8.251;6.863;4.81;0.630;6.31;1.944;3.9478;965.12
714.89;3.429;13.022;9.67;0.834;1.39;2.035;4.4846;1675.90
595.90;4.095;9.562;9.80;0.540;2.80;1.292;3.6100;1230.66
237.92;4.838;1.641;5.08;0.810;3.29;1.547;0.5696;833.68
1063.54;8.443;17.589;10.77;0.142;7.62;0.818;6.8578;2222.42
1084.29;1.292;20.255;12.56;0.009;0.00;1.289;7.8743;2222.42
1124.98;22.544;13.956;8.88;2.582;22.16;0.388;5.2823;2053.83
783.24;5.675;5.816;27.74;0;5.67;0;1.8771;986.71
848.13;5.516;8.007;26.95;0;5.51;0.006;2.2779;1470.51
788.56;7.765;7.941;21.26;0.167;7.70;0.066;2.0906;1551.84
618.44;10.343;6.654;11.00;0.665;9.58;0.762;1.5551;971.86
695.80;6.763;9.125;13.83;0.598;5.94;0.820;2.2125;1549.01
525.43;4.647;7.187;10.12;0.300;3.50;1.149;2.6940;1316.87
357.27;2.943;4.632;7.66;0.299;2.06;0.878;1.5714;1055.74
422.14;4.166;4.904;9.83;0.300;3.50;0.668;1.1999;1308.91
385.10;4.856;4.435;7.90;0.304;4.43;0.431;1.0589;813.87
567.04;0;5.135;22.18;0;0;0;1.6946;1281.68
761.31;5.456;9.679;18.14;0.257;5.35;0.102;2.4079;2460.00
330.23;2.699;4.538;6.52;0.302;1.81;0.888;1.6014;1159.48
1189.93;0;21.280;23.68;0;0;0;8.5144;1032.27
726.56;12.176;10.384;7.27;1.447;10.77;1.406;1.9690;1763.11
464.67;15.082;2.720;5.87;0.637;9.15;5.936;0.8738;555.63
464.47;0;3.142;20.48;0;0;0;0.7495;129.11
359.67;0;0.846;19.32;0;0;0;0.1309;1655.42
543.02;0;3.672;23.95;0;0;0;0.8760;1448.34
621.73;2.152;5.889;21.56;0.101;2.11;0.041;1.2816;1069.95
675.77;13.664;3.767;17.08;1.207;9.78;3.881;0.7781;847.78
831.74;2.089;13.708;16.31;0.053;1.10;0.990;5.0269;1070.29
774.67;6.357;9.432;18.54;0.299;6.22;0.138;1.9708;1011.04
809.88;3.797;12.034;17.23;0.885;3.66;0.135;2.6942;848.74
767.85;3.797;9.761;19.71;0.885;3.66;0.135;1.9887;709.76
659.66;4.704;6.476;19.90;0.222;4.61;0.090;1.2461;783.45
731.92;8.252;7.133;19.09;0.389;8.08;0.168;1.4249;661.72
784.21;8.342;7.896;20.42;0.393;8.17;0.168;1.6164;675.39
1159.25;8.252;18.800;18.84;0.389;8.08;0.168;3.6481;706.31
478.56;0.008;5.159;16.91;0;0;0.008;1.0028;869.43
727.19;8.229;7.618;17.78;0.388;8.06;0.168;1.4675;971.91
694.44;6.721;6.907;18.95;0.316;6.57;0.149;1.5075;1051.21
566.51;6.617;3.627;18.67;0.311;6.48;0.139;0.8722;1015.87
605.39;6.094;6.252;15.78;0.209;4.98;1.117;1.5466;1173.54
271.24;5.472;1.982;5.87;0.315;3.66;1.816;0.6443;515.76
247.02;5.353;1.513;5.59;0.308;3.58;1.777;0.5090;501.48
206.02;3.630;1.526;4.92;0.298;3.28;0.354;0.3263;487.45
173.61;2.694;0.706;5.75;0.426;1.79;0.906;0.2343;696.18
171.58;3.412;0.709;4.80;0.524;2.82;0.595;0.1676;472.60
404.42;1.684;4.341;12.35;0.177;0.99;0.690;1.4745;664.47
479.97;7.867;5.404;8.17;0.458;6.02;1.849;1.8628;651.78
373.12;8.700;2.284;7.83;0.504;6.50;2.202;0.7837;665.38
791.60;13.453;8.936;12.50;0.489;11.67;1.780;4.7278;980.16
615.83;11.692;8.136;5.26;0.769;8.34;3.348;4.6094;1209.78
418.83;7.920;3.312;9.26;0.382;5.76;2.161;1.3821;884.82
409.24;3.181;4.531;10.83;0.308;1.27;1.914;1.5165;908.85
478.09;3.465;5.479;12.39;0.542;1.76;1.709;1.5346;1181.30
255.25;5.435;1.008;6.99;0.516;5.12;0.317;0.2389;677.64
514.16;1.173;7.335;12.68;0.074;0.01;1.158;2.9769;906.04
721.39;3.343;9.288;18.02;0.102;2.12;1.219;4.8347;683.99
488.81;4.175;5.326;12.88;0.146;3.04;1.136;2.9599;622.37
416.66;2.776;4.932;10.64;0.523;0.24;2.538;2.6234;928.53
397.26;5.896;3.484;9.21;1.097;3.86;2.031;0.6652;321.84
452.40;0.320;6.130;12.81;0.250;0;0.320;1.5662;1180.63
322.61;5.231;2.749;7.31;1.022;1.90;3.331;0.6944;905.34
456.12;2.899;3.973;14.95;0.620;0.84;2.062;1.3469;1183.29
161.37;0.980;0.645;6.66;0.755;0.05;0.930;0.1261;260.31
378.19;5.473;4.746;6.13;0.333;3.86;1.611;1.1081;536.87
332.30;5.473;3.735;5.64;0.333;3.86;1.611;0.9261;542.76
1019.96;4.623;16.955;18.37;0.217;4.51;0.113;3.3516;810.19
449.44;7.220;4.917;7.93;1.051;5.81;1.404;0.5297;946.03
565.09;0;6.874;18.28;0;0;0;1.7457;1511.92
597.35;3.563;8.418;12.60;0.940;1.67;1.897;1.8390;876.39
581.09;2.594;11.076;6.49;0.385;0.63;1.964;5.1821;761.57
265.48;1.302;4.253;4.51;0.783;0.03;1.273;1.3473;441.44
1012.85;12.965;16.831;9.54;0.631;11.30;1.660;4.6757;903.31
548.69;9.849;6.891;6.79;0.928;6.30;3.549;1.9074;755.34
650.35;0.011;7.680;21.53;0;0;0.011;1.6321;1135.02
1159.70;20.433;18.392;7.30;0.944;19.86;0.575;9.4710;907.73
601.92;3.636;8.096;13.39;0.233;1.94;1.695;3.7139;885.06
839.41;2.505;12.815;18.57;0.093;1.94;0.567;3.6851;1140.72
921.00;4.172;13.920;19.62;0.197;4.10;0.075;2.7251;1285.32
742.53;0;11.116;19.48;0;0;0;2.1910;1300.67
544.82;9.581;7.310;5.17;0.763;7.54;2.040;3.8810;603.71
348.04;8.503;1.915;7.11;0.905;6.90;1.608;0.4442;633.40
1070.46;0.832;21.704;14.62;0.074;0.00;0.829;10.7219;1440.59
816.25;3.496;12.855;16.16;0.339;3.28;0.220;1.3633;733.75
246.26;1.398;2.986;5.98;0.901;0.41;0.992;1.1811;77.38
317.63;0.248;3.612;10.53;0.087;0;0.248;1.7915;1343.75
635.64;0.382;9.712;15.49;0.176;0.00;0.380;3.5160;931.18
790.59;3.827;11.757;16.76;0.315;3.64;0.188;2.5221;1502.90
812.26;0.323;15.877;12.90;0;0;0.323;3.7033;1152.47
1620.24;0.221;36.191;16.32;0;0;0.221;9.1243;985.30
435.99;0.425;6.515;11.04;0;0;0.425;1.2509;1211.03
700.97;0.296;13.299;11.99;0;0;0.296;3.1610;1132.77
936.82;0.242;17.762;16.21;0;0;0.242;6.9412;1100.08
516.69;0.350;9.477;9.21;0.445;0.03;0.316;2.2514;1702.98
705.94;2.369;13.204;10.35;0;0;2.369;3.3332;871.25
1300.31;0.366;31.194;8.23;0;0;0.366;10.8950;1532.01
713.07;1.196;13.003;12.45;0;0;1.196;4.4970;1607.67
335.05;3.044;4.621;6.34;0.383;0.03;3.015;1.5368;1148.31
561.35;0.300;9.240;12.61;0;0;0.300;2.4095;281.35
984.71;8.805;18.562;8.22;0.368;5.82;2.988;8.0087;741.18
822.41;7.217;15.638;6.43;0.776;3.68;3.539;7.1780;536.95
195.69;8.887;0.198;1.30;1.325;6.68;2.205;0.0202;6.31
54.40;0.690;0.250;1.38;1.150;0.05;0.640;0.0325;233.14
605.37;0;6.80;20.81;0;0;0;1.1165;280.28
1404.03;58.785;3.360;11.08;11.500;57.47;1.310;0.5181;12.74
929.29;42.562;1.101;7.12;5.497;42.03;0.537;0.1546;1236.28
314.16;9.400;0.15;3.23;6.7;0;9.400;0.0309;61.15
947.11;53.778;0.157;0.56;0.950;0.32;53.462;0.0146;2.67
806.05;46.600;0.05;0.20;0.7;0;46.600;0.0095;1.59
3700.00;0;100.000;0;0;0;0;48.9000;0
1427.80;66.3;1.500;10.00;9.400;65.8;0.500;0.2232;8.92
546.38;8.842;4.023;11.23;6.509;7.94;0.900;1.2533;759.87
191.12;8.900;0.14;0.56;2.100;0;8.900;0.0263;4.08
189.07;8.300;0.300;0.51;1.900;0.10;8.200;0.0263;4.08
146.98;6.500;0.300;0.62;1.400;0;6.500;0.0130;5.10
137.73;2.200;0.17;0.62;2.8;0;2.200;0.0380;7.64
366.42;18.300;0.400;1.20;1.800;4.80;13.500;0.0461;12.74
218.44;7.090;0.834;0.80;2.700;0.30;6.790;0.0619;12.74
184.32;7.800;0.215;1.15;2.100;0;7.800;0.0190;2.55
236.09;11.400;0.20;0.88;1.500;0;11.400;0.0370;5.10
181.80;8.400;0.300;0;1.700;0.20;8.200;0.0170;7.64
222.84;10.600;0.100;1.06;1.900;0;10.600;0.0263;5.10
155.72;7.100;0.15;0.91;1.100;0;7.100;0.0160;5.10
232.70;11.200;0.400;0.50;1.400;0;11.200;0.0080;10.19
829.20;0.770;19.400;2.63;6.7;0.11;0.66;2.7331;15.29
564.63;0;4.950;22.44;0;0;0;0.7810;1019.20
169.58;8.310;0.100;0.19;1.800;0.10;8.210;0.0214;2.34
186.93;9.420;0.100;0.19;1.800;0.10;9.320;0.0122;2.34
180.91;8.000;0.0875;0.31;3.9;0;8.000;0.0185;3.47
851.25;37.600;0.85;4.19;8.600;0;37.600;0.0313;5.10
70.93;0.200;0.300;2.10;2.400;0.20;0;0.0669;1324.96
265.14;12.220;0;0.55;6.000;0;12.220;0;79.49
414.74;0;0.9;22.44;0;0;0;0.2300;815.36
395.39;9.935;3.900;4.74;0;0;9.935;2.1653;214.09
82.34;4.500;0.066;0.10;0;0;5.302;0.0198;2.47
408.05;6.603;3.004;8.39;4.861;5.93;0.672;0.9360;568.26
232.71;10.700;0.215;1.15;2.100;0;10.700;0.0190;2.55
42.83;1.260;0.100;0.58;0.630;0;1.260;0.0164;2963.93
122.63;0.300;0.690;4.00;3.000;0;0.300;0.0690;15.29
2402.55;18.800;46.350;20;3.500;14.20;4.600;7.7850;25.48
2633.07;0.900;58;21.81;12.300;0.50;0.400;6.7791;66.25
575.18;17.600;2.5;8.44;5.000;16.60;1.000;0.3000;12.74
427.27;16.203;0.65;5.1;5;13.98;2.227;0.0842;1121.12
1568.53;78;1.07;11.94;0;0;78.000;0.6350;2777.32
975.27;34.938;5.151;5.69;3.126;34.34;0.594;1.2385;865.60
1278.59;42.194;12;6.10;1.702;31.93;10.268;3.1867;521.94
655.50;15.578;6.855;6.58;2.7;11.89;3.617;2.8069;1019.20
1366.23;45.581;12.418;6.85;1.923;36.44;9.139;2.4607;335.27
1202.61;48.103;7.481;7.75;1.963;37.19;10.917;2.8972;352.42
1372.52;46.753;11.678;7.62;1.923;36.44;10.311;4.8368;353.53
1101.13;49.236;1.511;8.93;7.059;48.07;1.163;0.1564;1182.27
631.00;4.689;11.000;8.00;0.133;0;4.689;7.1981;1274.00
1954.79;0;44.800;17.00;0;0;0;29.1000;1577.21
1207.80;3.000;26.000;11.00;0;0;3.000;8.2748;1199.85
960.90;0;15.000;22.50;0;0;0;9.7271;1360.63
108.00;1.060;0.65;3.13;1.6;0.75;0.310;0.0410;22.93
56.00;0.700;0.200;1.50;1.400;0;0.700;0;10.19
1056.69;3.000;27.000;1.31;0;0;3.000;17.9000;89.18
342.95;20.000;0;0.15;0;0;19.931;0;5.81
300.28;14.028;1.200;0.81;0.093;3.70;10.328;0.2041;2981.16
141.62;4.900;0.100;3.06;0;0;4.900;0.0683;112.11
1167.60;3.000;21.000;18.60;0;0;3.000;13.8387;611.52
1405.51;26.779;24.364;2.66;0.304;0.11;26.146;13.9226;84.71
466.25;19.347;3.200;1.09;0;0;19.347;1.8213;32.38
658.41;0.126;8.83;19.37;0.034;0.08;0.049;1.4130;1278.22
567.11;4.000;12.000;2.63;0;0;4.000;8.3994;99.37
233.34;3.300;2;2.94;0;0;3.300;1.3298;127.40
385.27;2.500;2.000;15.81;0;0;2.500;1.3709;764.40
244.67;3.100;0.4;9.81;0;0;3.100;0.1262;252.61
1419.85;0;28.000;22.50;0;0;0;9.4500;1401.40
124.37;3.494;0.260;1.90;2.440;0.12;3.374;0.0456;41.23
737.06;3.100;17.000;1.88;0;0;3.100;11.6178;153.90
806.22;18.987;12.000;2.21;0;0;18.987;6.9912;264.28
121.22;3.700;0.100;3.06;0;0;3.700;0.0683;112.11
940.57;26.161;11.192;4.66;0.110;2.42;23.742;6.0701;280.87
990.28;33.832;9.091;4.12;0.761;9.63;24.202;4.7235;304.20
1170.67;38.31;3.300;10.90;26.5;37.67;0.64;0.98;112.11
1185.07;42.41;2.100;10.40;26.2;0;42.41;0;12.74
1343.58;18.34;13.000;14.80;37.4;8;10.34;0;86.63
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
1698.30;99.900;0;0;0;0;99.900;0;0.25
1278.21;21.63;10.300;11.00;42.8;17.54;4.09;2.66;38.22
1182.61;26.94;7.400;9.1;37;25.23;1.71;0;140.14
289.40;10.783;1.209;1.68;3.747;6.87;3.910;0.5982;71089.20
454.68;25.200;0;0.35;0;23.6;1.600;0;2497.04
1700.00;100.000;0;0;0;0;100.000;0;2.55
154.89;7.800;0.14;0.63;0.800;0;7.800;0.0390;81.54
974.07;8.000;0.780;1.13;0;0;8.000;0;0
1251.40;1.200;25.000;18.00;0;0;1.200;15.2078;2649.92
2583.04;2.720;56.1;24.3;6.000;0.100;2.620;4.8966;2.55
1140.23;0.300;28.000;2.00;0;0;0.3;10.0640;1528.80
279.32;14.225;0.100;0.55;1.425;4.24;10.725;0.0247;15.92
260.57;13.700;0.200;0.28;0.975;3.85;9.157;0.0186;20.06
197.18;7.000;1.400;0.70;1.000;4.49;2.412;0.1000;22.93
324.67;8.100;3.335;2.83;1.545;6.82;1.378;0.7900;33.12
304.41;8.425;3.045;2.95;0.675;6.40;1.518;0.5119;76.31
312.66;8.055;2.975;2.86;0.965;6.50;1.020;0.3600;31.34
321.55;8.400;3.350;2.55;1.000;7.30;1.100;0.4000;24.20
319.34;8.450;3.045;3.03;1.289;7.18;1.551;0.6034;111.22
265.40;14.000;0;1.00;0;0;14.000;0;12.74
2149.30;59.900;29;2;3;37.8;22.100;5.2701;14.91
1482.25;85.000;0.800;0.45;0;85.00;0;0.1829;155.43
862.15;0;9.999;28.95;0;0;0;3.4961;236.15
315.35;15.500;0.114;1.88;1.000;14.90;0.600;0.0253;2.55
787.68;0;11.259;21.830;0;0;0;4.7122;99.37
523.50;0;4.5;21.00;0;0;0;1.6400;161.80
189.21;9.300;0.068;1.13;0.600;8.94;0.360;0.0152;2.55
302.86;12.374;1.450;1.65;0.728;9.24;3.114;0.5351;23.14
168.03;7.902;0.107;0.94;1.181;6.02;1.881;0.0204;21.29
344.56;6.200;1.342;9.69;0.400;5.96;0.240;0.5584;52.11
386.05;6.200;3.045;9.44;0.400;5.96;0.240;1.0590;72.63
197.20;5.785;0.302;4.68;0.820;4.51;1.274;0.0499;37.69
306.78;5.785;2.866;5.40;0.820;4.51;1.274;0.6968;50.08
1532.92;79.000;1.03;8.13;1.700;79.00;0;0.2940;12.74
1455.16;73.532;1.402;8.51;5.800;73.20;0.332;0.2881;10.19
540.84;9.771;9.121;1.49;1.306;4.59;5.184;1.1997;479.24
1294.65;3.101;31.000;3.50;0.500;0;3.101;20.0000;764.40
509.99;0;2.010;25.63;0;0;0;0.5958;86.63
599.93;33.137;0.151;0.70;1.825;0.90;32.234;0.0207;4.55
90.47;1.600;0;0.31;0.100;0;1.600;0;2.55
186.95;10.000;0.140;0.56;0;0;10.000;0.0263;9.68
951.21;0;16.949;19.065;0;0;0;7.4960;147.78
876.79;0;15.39;18.08;0;0;0;4.3970;203.84
617.10;0;6.800;21.50;0;0;0;2.0256;203.84
455.84;0;2.010;22.440;0;0;0;0.5958;86.63
2254.00;0.5;60.000;0.5;0;0;0.500;24.8100;1223.04
632.90;4;11.420;7.50;0.5;0;4.000;8.0861;764.40
157.60;5.100;0.1;3.80;0;0;5.100;0.0683;112.11
1875.44;34.480;28.080;9.22;7.330;0.68;33.800;2.6631;9.00
355.84;14.560;1;4.00;0.2;0.54;14;0.0034;127.40
237.43;12.261;0.165;0.72;1.034;1.18;11.085;0.0315;9.89
375.24;14.061;0.254;3.929;7.500;8.989;5.073;0;20.38
354.23;17.600;0.114;1.88;1.000;14.90;0.600;0.0253;2.55
3700.00;0;100.000;0;0;0;0;46.2566;0
201.90;9.6;1.000;0.10;0;3.029;6.571;0.1399;76.44
135.45;2.000;0.600;2.90;3.500;0.10;1.900;0;2.55
693.91;5.392;15.497;1.52;0.051;0;5.392;1.1088;1121.73
615.17;0;6.460;19.80;0;0;0;1.0607;5196.65
359.63;13.045;2.140;3.30;0.429;0.17;12.875;1.3454;103.70
3700.00;0;100.000;0;0;0;0;6.3000;0
1486.30;25.710;0.460;58.13;5.500;5.71;20;0.0520;7.64
3700.00;0;100.000;0;0;0;0;81.5000;0
422.14;14.492;2.900;3.8;0.136;0.02;14.462;1.9000;95.85
350.27;12.969;2.204;2.8;0.053;0.02;12.945;1.4626;113.68
315.59;13.105;0.900;3.30;0.078;0;13.105;0.6462;101.49
376.53;13.480;2.500;3.00;0.113;0.01;13.465;1.5423;102.86
1211.28;49.859;5.213;8.38;3.542;47.51;2.349;1.8990;1016.57
999.37;49.554;2.7;7.90;2.409;48.75;0.806;0.4479;484.59
110.97;2.5;0.31;1.80;3.300;0;2.500;0;2.80
109.84;2.6;0.35;1.97;2.4;0;2.600;0;0
216.20;4.800;1.500;4.50;0;0;4.800;1.0492;104.47
1317.42;1.201;35.000;0.10;0;1.04;0.160;9.0810;611.52
1497.76;63.798;2.47;13;12.6;62.6;1.198;0.4470;12.74
331.30;15.511;0.491;2.03;1.867;15.28;0.233;0.0794;580.54
1500.50;67;2.5;13;6;63.7;3.3;0.4;28.03
1460.10;72.000;2.3;7;4;71.6;0.4;0.5;15.29
433.39;21.369;0.683;2.08;1.187;21.25;0.119;0.1484;488.34
442.70;19.765;0.737;3.84;1.770;18.79;0.973;0.1180;503.09
268.05;13.175;0.097;1.60;0.850;12.66;0.510;0.0215;2.17
266.77;13.109;0.096;1.59;0.846;12.60;0.507;0.0214;492.74
47.32;2.050;0.095;0.31;0.450;0;2.050;0.0250;10.19
155.08;7.713;0.087;0.17;1.566;0.09;7.626;0.0146;2.04
159.20;7.040;0.077;0.27;3.432;0;7.040;0.0163;3.05
167.26;7.728;0.276;0;1.564;0.18;7.544;0.0156;7.03
706.54;31.208;0.706;3.48;7.138;0;31.208;0.0260;4.23
214.84;10.374;0.182;0.80;1.365;0;10.374;0.0337;4.64
209.47;9.964;0.094;1.00;1.786;0;9.964;0.0247;4.79
160.35;6.786;0.187;1.00;1.827;0;6.786;0.0165;2.22
123.33;5.936;0.212;0.27;0.742;0;5.936;0.0042;5.40
137.61;6.408;0.101;0.40;1.512;0;6.408;0.0189;2.94
89.52;1.430;0.111;0.40;1.820;0;1.430;0.0247;4.97
95.54;4.225;0.195;0.40;0.910;0;4.225;0.0085;3.31
1118.43;13.494;16;16.0;3.0;5.46;7.838;1.3;1528.80
100.60;0.200;0;3.6;4.5;0.1;0.1;0;5631.08
851.90;0;14.800;17.90;0;0;0;6.6539;154.92
470.80;0;3.871;19.270;0;0;0;1.0854;160.52
85.65;3.905;0.083;0.50;0.605;0;3.905;0.0088;2.80
292.32;14.725;0.380;0.57;1.045;0;14.725;0.0151;12.10
588.73;0.547;13.774;1.87;4.757;0.08;0.469;1.9405;10.86
245.50;12.261;0.268;0.80;1.206;3.22;9.045;0.0309;8.54
151.26;6.640;0.240;0.41;1.520;0.08;6.560;0.0210;3.26
1037.23;51.604;0.902;3.20;9.021;0.29;51.313;0.1406;24.72
811.21;38.158;0.696;3.03;7.160;0;38.158;0.0289;20.84
798.66;0;20;1.38;4.400;0;0;2.8304;6115.20
200.96;6.523;0.767;0.74;2.484;0.28;6.247;0.0569;11.72
147.53;7.230;0.087;0.17;1.566;0.09;7.143;0.0186;2.04
162.63;8.195;0.087;0.17;1.566;0.09;8.108;0.0106;2.04
375.29;17.067;0.907;1.87;2.467;14.67;2.400;0.1246;5.09
77.44;3.900;0.070;0.31;0.400;0;3.900;0.0195;40.77
573.80;0;5.400;22.00;0;0;0;1.6026;124.85
900.71;0;15.700;18.81;0;0;0;5.5226;175.81
946.50;0.5;18.0;16.0;0;0;0.500;6.0983;2548.00
881.08;30.0;7.0;5.0;3.3;26.9;3.1;1.4;1019.20
988.20;34;8.0;6.2;1.1;29;5.0;0.9;764.40
517.54;16.012;5.019;2.56;1.021;15.21;0.798;2.8894;569.31
794.21;25.762;7.170;4.27;1.455;25.02;0.744;0.6059;19.68
294.29;14.321;0.105;1.74;0.924;13.77;0.554;0.0234;2.36
323.93;16.020;0.113;1.68;0.995;14.83;0.597;0.0339;493.12
325.50;16.100;0.114;1.69;1.000;14.90;0.600;0.0341;2.55
268.05;13.175;0.097;1.60;0.850;12.66;0.510;0.0215;2.17
372.28;16.712;0.988;2.42;0.662;10.42;6.288;0.4503;385.17
597.24;8.906;7.943;8.09;0.860;6.81;2.091;3.7394;831.89
465.05;16.605;3.582;1.82;2.400;14.27;2.335;0.2987;4.96
1276.95;22.615;21.447;3.96;2.745;21.08;1.538;3.0468;2212.06
280.11;6.930;0.768;6.11;3.263;1.75;5.182;0.1234;81.75
337.76;15.360;0.816;1.69;2.220;13.20;2.160;0.1121;4.58
255.17;6.821;2.786;1.12;1.609;3.98;2.840;0.1932;346.38
559.23;14.414;4.556;6.49;3.927;12.84;1.574;0.3981;1725.73
462.92;5.287;9.155;0.95;1.815;0.06;5.227;1.1954;254.29
400.41;5.858;6.954;1.23;2.097;0.43;5.428;1.9830;104.93
559.93;25.344;1.260;4.26;1.260;25.15;0.191;0.4411;4.87
217.05;11.453;0.106;0.92;0.348;11.39;0.061;0.0105;247.34
1645.26;54.778;16.816;4.41;2.102;22.23;32.550;7.6019;886.86
1690.13;60.033;16.113;3.77;1.022;21.93;38.100;7.2753;885.49
1241.57;47.995;7.737;7.25;2.025;38.36;9.634;3.5634;388.11
438.51;15.470;2.453;4.64;0.729;15.17;0.304;0.5634;455.31
928.20;23.477;12.220;2.62;2.411;8.95;14.522;5.9547;193.03
1155.10;62.321;0.016;5.59;0;0;62.321;0;184.98
561.14;11.549;6.385;6.30;0.797;9.94;1.605;3.1456;738.83
507.40;10.944;5.551;6.12;0.797;9.94;1.001;1.8044;777.62
534.57;8.233;5.118;11.49;0.718;7.29;0.947;1.1849;1290.96
778.26;4.397;11.780;14.74;0.379;2.56;1.842;5.2125;1663.32
554.14;7.235;8.091;7.57;0.374;6.88;0.352;3.0974;1212.81
702.76;2.164;8.508;20.66;0;0;2.164;1.8898;2759.57
576.72;1.643;8.075;14.47;0.505;0;1.643;2.7596;867.83
627.31;1.641;10.295;11.02;0.131;0;1.641;5.3118;2728.81
343.05;0;0.875;18.27;0;0;0;0.1825;732.55
436.04;0;0.988;23.50;0;0;0;0.2263;942.76
570.69;6.417;8.693;8.05;0.139;2.57;3.843;5.5216;544.78
774.25;1.870;12.467;13.69;0.009;0;1.870;2.1906;3526.10
2034.47;4.065;49.066;8.62;0.357;3.32;0.748;31.5017;975.39
144.57;2.650;1.863;1.72;0;0;2.650;1.1602;58.65
275.73;5.000;3.646;3.12;0;0;5.000;2.3204;116.78
188.31;3.433;2.457;2.19;0;0;3.433;1.5469;78.02
1248.34;48.904;7.456;7.33;2.065;39.12;9.781;0.6500;283.76
1299.55;50.193;7.859;8.13;2.065;39.12;11.070;0.9317;311.12
1244.35;48.014;7.788;7.28;2.025;38.36;9.654;4.4153;397.36
1294.56;49.278;8.183;8.07;2.025;38.36;10.917;4.6915;424.20
973.38;39.917;3.652;7.63;3.760;37.93;1.990;0.3126;481.46
1018.95;41.493;3.684;8.61;3.760;37.93;3.566;0.3346;516.70
973.35;39.636;3.795;7.61;3.731;37.64;2.000;1.8357;525.92
1034.22;41.169;4.274;8.56;3.731;37.64;3.533;2.1706;558.45
1068.47;41.169;5.200;8.56;3.731;37.64;3.533;2.7806;565.77
1274.52;13.5;23.5;9.5;1.6;8.9;4.6;9.5;45354.40
1361.23;14.0;26;9.0;1.0;10.2;3.8;13;50960.00
1292.96;35.041;14.0;10.0;1.1;29.0;6.041;6.8956;40768.00
495.76;0.661;4.074;19.49;0.267;0.00;0.661;2.3061;1192.50
361.03;12.120;2.615;3.06;0.821;7.65;4.474;0.8038;735.94
317.03;4.266;4.464;4.13;0.871;2.24;2.026;2.1836;828.41
871.32;2.81;21.33;2.02;0.49;0;2.81;18.9130;33.12
330.75;8.700;3.029;2.75;1.000;0;8.700;1.5480;104.71
376.26;12.450;2.855;2.65;0.350;0;12.450;1.4753;102.93
1052.71;1.170;16.966;17.60;0.002;0.95;0.224;10.3706;863.46
725.38;5.472;9.878;15.49;0.422;4.90;0.572;2.2034;1250.94
983.23;5.472;17.273;14.56;0.422;4.90;0.572;5.9710;1247.14
1016.26;5.472;17.881;15.18;0.422;4.90;0.572;5.2056;1261.28
795.07;5.472;10.913;17.34;0.422;4.90;0.572;2.5534;1226.80
158.66;5.058;0.278;2.18;2.553;1.75;3.306;0.0667;5.42
749.55;5.656;12.742;10.03;1.443;5.50;0.160;3.4736;649.74
280.69;2.655;3.279;6.46;0.421;1.66;0.998;2.5943;352.27
301.20;4.024;5.385;1.27;1.283;1.90;2.128;1.5613;804.79
38.84;0.411;0.716;0.29;0.049;0.27;0.140;0.2895;1385.52
173.52;2.163;2.895;1.39;0.319;0.17;1.995;1.9742;808.72
366.69;3.654;5.611;4.50;1.834;0.15;3.509;1.6750;551.45
677.21;13.428;10.242;3.02;2.233;12.25;1.180;1.3051;339.50
380.57;5.277;6.878;1.59;0.929;3.09;2.192;5.1622;343.51
167.48;4.725;1.535;1.40;0.715;4.32;0.405;0.2782;975.48
446.30;3.224;7.612;4.97;2.050;0.10;3.128;3.6652;1064.29
155.83;2.192;1.931;2.09;1.224;0.06;2.135;1.0495;567.62
219.26;6.876;1.440;1.99;1.679;3.87;3.002;0.4950;637.37
228.84;4.706;2.098;2.47;1.285;2.45;2.257;0.7630;670.62
118.67;3.559;1.102;0.59;0.726;2.15;1.413;0.4179;364.16
