ENERC;CHOAVL;FAT;PROT;FIBC;STARCH;SUGAR;FASAT;NACL
965.76;45.694;2.085;8.9;4.231;44.63;1.059;0.3084;1158.04
1018.54;40.717;3.623;9.8;3.8;43.32;1.020;0.4334;1164.02
899.40;39.150;1.377;8.3;4.6;41.23;1.393;0.1721;1088.65
1102.91;48.536;2.322;8.46;6;47.68;0.859;0.3709;1097.44
1061.89;47.707;1.388;7.80;7.5;44.69;2.957;0.1785;1091.38
320.97;12.267;0.943;4.33;0.129;0;12.267;0.6462;127.70
987.58;6.664;16.949;14;0.5;6.14;0.6;7.0944;1809.08
911.08;5.724;16.243;12;0.9;3.01;2.712;6.5988;1681.68
255.90;9.941;0.103;4.11;1.3;0.02;9.9;0.0602;127.49
160.45;4.225;0.110;4.08;1.530;0;4.225;0.0652;128.47
542.60;0;2.65;26.15;0;0;0;0.9400;142.69
1351.36;59.405;1.951;9.92;12.578;57.55;1.851;0.2390;1284.47
212.50;7.175;1.058;2.73;0.173;0.04;7.133;0.7196;94.97
2343.15;31.904;40.743;15.85;2.702;8.24;23.668;11.6698;121.79
2364.79;28.189;42.332;17.87;1.935;7.85;20.336;14.2730;583.51
2224.74;50.917;32.737;7.92;1.659;20.90;30.014;12.8822;577.66
1748.66;55.341;17.037;8.34;3.926;0;55.341;9.9906;576.46
1353.51;68;0.8;1;15.1;0;67.3;0.0785;0
732.01;18.633;8.218;5.90;1.298;17.14;1.496;3.1397;1004.34
1814.06;69.309;12.828;8.67;1.547;22.42;44.278;6.4379;557.48
988.52;27.087;8.231;12.38;1.303;23.78;3.221;2.3704;841.49
910.39;27.128;8.169;8.8;1.474;24.64;2.485;2.8091;892.20
700.70;3.864;11.650;11.10;0.973;2.08;1.668;6.7552;613.05
414.18;4.744;7.121;3.6;0.657;3.70;1.046;3.1825;715.35
277.46;4.000;4.038;2.74;1.280;3;1.000;2.5162;1067.08
304.32;9.682;2.049;3.52;0.157;0.46;9.219;1.3269;104.40
666.47;11.000;9.460;7.2;0.785;9.71;1.279;2.5430;1113.21
142.35;5.095;0.476;1.12;2.262;0.02;5.000;0.0756;10.62
168.25;5.000;0.098;4.53;0;0;5;0.0669;138.41
163.23;4.940;0.098;4.30;0;0;4.940;0.0669;138.41
374.36;10.272;3.507;3.65;0.690;3.85;6.424;1.7780;144.07
238.20;14.012;0;0;0;0;8.259;0;129.95
50.98;2.999;0;0;0;0.90;2.099;0;56.06
553.90;21.696;2.208;5.6;1;15.31;6.385;0.9636;740.92
354.36;0;0.588;19.56;0;0;0;0.1059;401.68
311.79;0;1.329;15.45;0;0;0;0.3765;71.94
480.57;0.013;6.366;14.40;0;0;0.013;1.3398;99.73
520.23;0.013;5.676;18.24;0;0;0.013;1.0878;406.84
633.14;0.013;6.991;22.02;0;0;0.013;1.6291;177.91
531.30;17.050;3.398;6.60;0.492;13.45;3.522;2.6111;1170.13
593.58;24.058;1.905;5.7;1.7;18.75;5.295;0.7301;710.75
658.51;8.156;7.666;13.72;0.384;7.99;0.166;1.5996;927.35
1000.59;58.858;0;0;0;17.10;41.758;0;2598.96
567.12;3.688;9.742;8.07;0.568;2.20;1.483;2.5706;575.40
323.58;0;1.111;16.62;0;0;0;0.3316;178.31
367.70;0;1.262;18.88;0;0;0;0.3768;202.63
232.55;0.870;3.105;5.79;0.518;0.24;0.626;0.6445;742.90
701.93;41.290;0;0;0;0;41.290;0;649.74
489.05;15.277;3.144;6.33;0.345;11.82;3.456;1.6209;1029.13
461.11;17.205;3.314;2.1;1.2;14.50;2.708;2.5159;651.61
242.51;5.931;0.950;5.51;1.078;4.53;1.402;0.4590;601.76
604.24;21.417;3.498;6.18;0.679;16.72;4.697;0.6878;327.08
100;0;0;6.0;0;0;0;0;129.95
380.68;0;1.307;19.55;0;0;0;0.3901;209.78
167.4;10.000;0;0;0;5;5;0;129.95
511.28;1.838;5.707;15.71;0;0.80;1.038;0.8316;851.37
588.54;18.412;4.790;5.28;0.088;0;18.412;3.1221;145.86
134;0;0;8.0;0;0;0;0;129.95
490.03;15.045;2.932;6.69;0.208;0;15.045;1.9542;177.05
1297.15;46.495;9.833;7.45;1.857;30.48;16.013;4.0513;346.04
1295.19;49.388;8.153;8.06;2.030;38.46;10.926;3.8497;416.04
1145.70;19.907;18.514;5.15;0.721;15.06;4.849;4.2443;2145.63
1369.43;22.337;22.534;6.58;0.484;21.73;0.609;5.6599;2396.44
389.01;12.081;3.058;3.95;0.079;0.01;12.076;1.9395;134.62
302.40;4.500;0.5;12.2;0;4.5;0;0.1810;94.28
232.90;7.700;0;6.0;0;2.70;5.000;0;129.95
979.18;2.173;16.873;18.58;0;0.95;1.227;1.6487;1006.69
655.49;2.356;7.317;20.14;0;1.03;1.331;1.0662;1091.50
938.78;2.196;15.760;18.60;0;0.95;1.250;2.7218;1064.20
258.40;7.200;0;8.0;0;7.20;0;0;129.95
1126.53;21.855;16.704;7.30;1.070;20.39;1.187;3.6834;1216.38
966.17;1.550;16.521;18.73;1.275;0;0.500;7.3013;1229.20
629.40;12.238;8.367;6.09;0.939;10.99;0.965;2.4224;692.21
245.65;7.450;0;7.00;0;4.95;2.500;0;129.95
755.07;17.084;7.995;9.08;1.640;14.64;2.106;3.1981;678.12
116.11;6.861;0;0.02;0;2.18;4.649;0;112.11
117.00;0;0;7.00;0;0;0;0;129.95
843.92;23.379;8.274;7.56;1.245;17.21;6.173;2.8934;1429.25
1024.34;25.402;11.151;10.03;1.209;24.38;1.027;4.0341;1317.66
964.66;20.201;14.145;6.73;1.047;16.58;3.619;4.1272;1460.12
1046.98;0;18.400;21.540;0;0;0;2.3405;1349.59
991.24;21.833;12.069;8.15;1.286;15.80;6.031;2.8745;1555.97
1143.57;24.653;16.183;9.17;1.045;24.20;0.450;5.4507;1585.16
1147.74;22.086;15.179;10.04;1.266;20.49;1.598;3.6739;1432.52
117.63;2.115;1.096;2.02;0.849;1.37;0.742;0.2206;1058.51
626.80;15.393;5.645;8.56;0.336;11.00;4.396;1.0750;285.61
432.11;15.393;0.462;8.39;0.336;11.00;4.396;0.0851;541.40
806.46;12.166;11.730;9.74;0;0.04;12.123;2.0971;1076.93
625.70;20.263;4.908;5.11;0.606;10.95;9.316;0.8659;690.94
527.37;16.921;1.798;9.19;1.008;12.09;4.833;0.4363;416.15
351.95;17.395;0.190;1.75;1.208;12.09;5.307;0.0173;293.85
1465.03;65.987;3.505;8.01;6.192;62.21;3.773;1.8273;3208.87
1503.64;66.263;4.313;8.16;6.316;63.45;2.808;2.3047;2746.10
1448.90;67.700;2.452;7.55;6.320;64.08;3.581;1.1926;1997.48
246.31;11.509;0.417;1.28;1.074;10.89;0.609;0.2027;341.69
249.06;11.218;0.596;1.36;1.053;10.58;0.641;0.3106;547.62
255.62;11.265;0.733;1.39;1.074;10.79;0.477;0.3918;468.95
368.31;19.534;0.192;1.26;0.810;6.39;13.145;0.0188;101.60
1703.18;8.365;17.147;53.13;2.924;1.55;3.152;8.3171;500.05
468.99;14.029;3.076;5.89;0.141;0.02;14.011;1.9395;158.75
558.51;16.239;4.389;6.06;0.044;0.06;16.179;2.7740;164.13
394.11;10.154;3.940;3.85;0.711;8.90;1.212;1.5042;1060.18
555.60;0;5;21.8;0;0;0;1.2;2777.32
794.50;0;12.1;20.4;0;0;0;2.8;2955.68
359.74;12.962;2.005;3.57;0.175;0;12.962;1.3058;112.96
620.20;0;6.7;21.9;0;0;0;1.7000;2234.60
740.91;0;10.033;21.75;0;0;0;1.7468;2120.57
638.47;0;9.56;16.75;0;0;0;1.8843;132.50
756.91;0;10.600;21.453;0;0;0;1.3558;3573.64
1137.26;13.146;14.808;17.37;11.133;11.95;1.194;2.2613;1240.35
1250.00;0;25.1;18.9;0;0;0;5.3500;978.43
3.64;0.054;0.006;0.15;0;0.05;0;0.0022;4.17
2125.05;59.875;27.042;5.6;1.430;10.07;48.033;19.9777;276.85
1011.11;10.05;4.000;22.98;37.7;8.34;1.710;0.2460;193.65
581.18;18.221;4.481;5.37;1.061;7.20;11.024;1.5090;503.60
1209.67;35.700;0.66;14.9;27.81;0;35.700;0.2105;254.80
102.82;3.503;0.096;2.23;0;0;3.503;0.0474;78.02
136.87;3.433;1.068;2.19;0;0;3.433;0.7286;72.72
198.65;5.000;1.562;3.12;0;0;5.000;1.0929;108.82
135.64;3.402;1.058;2.17;0;0;3.402;0.7213;72.00
129.43;2.180;1.097;2.27;0.946;0.90;1.282;0.1717;37.49
1563.08;86.566;0.505;4.28;0;0;86.566;0.0934;0.80
421.25;13.583;2.508;4.88;1.509;8.88;4.708;1.1800;98.94
1159.37;0.217;19.951;23.42;0;0;0.217;12.6815;1441.23
208.70;2.8;2.3;4;1;0.53;2;0.3135;101.92
670.39;9.286;10.531;6.94;0.233;4.84;4.441;4.3748;902.91
112.40;5.393;0.114;0.85;0.255;5.31;0.087;0.0148;865.99
55.84;0.400;0.300;1.62;1.300;0.10;0.300;0.0398;407.68
822.06;18.416;7.831;12.20;1.363;16.74;1.677;3.5855;1083.43
649.73;13.722;6.198;10.03;1.474;11.42;2.306;4.0032;2202.40
333.70;5.269;2.065;7.89;3.879;4.73;0.537;0.6914;448.51
723.77;24.728;3.454;9.63;1.409;23.19;1.537;0.6121;1169.59
192.68;2.138;1.961;4.34;1.074;0.01;2.130;0.8299;368.97
886.40;26.448;6.785;10.17;1.527;24.81;1.632;2.2153;979.02
217.42;5.910;0.325;4.92;2.455;2.84;3.071;0.0430;376.82
1191.70;2.5;22.1;19.5;0;1.20;1.300;12.2000;2548.00
199.03;4.833;1.700;3.02;0;0;4.833;1.1151;109.56
248.64;9.011;0.988;2.30;0.981;0.89;8.122;0.4881;80.45
1234.79;49.025;7.792;4.55;4.370;38.15;10.871;3.8296;417.16
245.27;11.576;0.337;0.81;1.449;1.35;10.228;0.0330;8.27
1342.01;58.232;7.392;4.50;0.182;42.17;17.081;3.7840;526.49
1339.91;62.363;6.992;1.15;0.184;50.60;11.761;3.4943;391.03
362.04;4.467;6.849;0.93;1.709;0.28;4.167;0.4657;18.64
373.64;0;0.879;20.07;0;0;0;0.1360;1318.44
269.79;0.824;2.140;10.18;0.399;0.35;0.479;1.0907;423.58
724.31;0.511;18.187;1.78;1.395;0.39;0.122;2.5458;769.13
0;0;0;0;0;0;0;0;0
949.79;2.211;23.504;1.30;1.729;0;2.211;6.5602;2915.87
2210.92;0.7;60;0.5;0;0;0.7;18.3130;1274.00
2590.00;0;70;0;0;0;0;21.0180;500.17
1480.00;0;40;0;0;0;0;11.4532;900.08
2233.60;0.5;60;0.3;0;0;0.5;18.3842;700.06
206.38;2.341;3.243;2.40;0.701;1.12;1.224;1.5083;985.83
497.85;1.658;5.654;14.89;0.180;0.98;0.676;2.3895;895.05
482.80;4.265;6.618;8.54;1.305;0.17;4.098;4.2369;524.78
83.65;2.7;0.3;0.8;1.2;0;2.700;0;3488.21
1248.82;16.215;21.605;9.44;1.185;14.35;1.865;11.1924;875.51
2607.00;0.500;70;0.5;0;0;0.500;17.208;1019.20
984.58;11.034;10.768;23.06;0.519;10.79;0.241;3.4097;948.03
1399.96;20.89;2.39;49.20;15;12.89;8;0.268;7.64
343.48;1.58;4.78;8.08;0.3;0.98;0.6;0.7060;17.84
961.30;1.700;16;16.4;7.7;0;1.7;1.4000;1763.22
1598.17;94;0;0.01;0;91.1;2.9;0;9.68
1326.72;77.81;0.07;0.08;0;8.81;69;0;9.68
1532.38;90.14;0;0;0;90.14;0;0;9.68
3050.26;26.900;70.045;0.03;0.098;24.41;1.125;13.0749;21.22
1190.84;51.003;5.622;5.88;1.692;28.13;21.718;2.5694;381.58
490.37;1.374;5.660;14.87;0.554;0.90;0.473;1.8205;2253.90
391.43;14.553;2.025;3.77;0.297;9.73;4.828;1.1381;599.22
206.75;3.452;1.174;5.85;0.430;2.83;0.619;0.5928;534.62
190.93;3.452;0.796;5.74;0.430;2.83;0.619;0.1826;509.60
1139.21;13.988;17.025;15.66;0.662;13.76;0.226;3.2258;1311.85
2326.42;35;40.850;7.81;10.9;11.01;23.99;22.9070;56.06
2245.40;1.200;36.960;50.44;0;0;1.200;9.6382;1125.40
1594.83;3.333;0.250;89.94;0;0;3.333;0;2972.67
2880.15;0.426;62.064;33.91;0;0;0.426;16.4316;287.32
1052.93;60.974;0.020;0.11;0.036;1.90;59.078;0.0004;2959.29
1583.88;0;30.000;27.88;0;0;0;18.9273;1299.99
763.45;0;5.007;34.01;0;0;0;3.0726;1200.11
1085.59;0;15.000;30.00;0;0;0;8.8960;1299.48
1817.39;56.078;18.488;9.19;2.980;54.76;1.313;7.7907;2058.67
804.12;46.136;0.110;0.19;0.665;0.22;45.915;0.0102;2.44
1385.14;16.452;22.180;16.26;1.044;15.65;0.799;6.7468;1176.19
718.05;10.667;5.796;18.70;0.546;10.48;0.191;0.6254;1993.96
950.39;0;15.698;21.74;0;0;0;3.0156;1274.00
133.33;3.616;0.265;2.28;2.438;0.49;3.129;0.0525;29.24
732.27;14.641;12.086;1.44;1.362;1.77;12.868;0.7522;766.80
2044.51;23.492;35.515;14.08;9.554;2.74;20.749;3.7985;11.12
2655.36;7.565;58.789;16.50;8.890;3.70;3.864;7.6101;7.26
2611.55;8.625;56.990;16.77;8.904;4.30;4.327;7.7087;992.50
224.95;6.012;0.176;3.85;6.353;4.85;1.165;0.0424;281.78
210.01;4.800;2.022;3.00;0;0;4.800;1.3932;108.60
360.27;12.852;1.725;4.04;0.835;7.86;4.995;1.1001;613.69
1518.96;35.310;21.873;5.50;1.863;2.50;30.200;11.9049;350.87
607.73;0;7.727;18.93;0;0;0;1.5776;113.22
519.01;1.107;9.220;8.97;0.685;0.31;0.796;2.2007;785.18
684.15;0;8.698;21.31;0;0;0;1.7760;127.48
822.70;0.010;12.620;20.92;0;0;0.010;2.5306;1058.24
1242.24;27.872;15.009;11.08;2.849;24.37;3.495;2.0375;1199.40
220.64;10.751;0.206;0.45;1.552;0.44;10.313;0.0192;5.91
189.28;7.174;1.079;1.20;0.880;4.92;2.258;0.1349;96.67
165.05;1.971;1.846;3.15;1.039;0.46;1.514;0.2908;78.76
1859.92;66.007;16.717;6.19;2.373;31.93;33.286;6.2532;532.51
335.21;7.046;4.447;2.87;0.270;2.82;4.225;2.3716;846.07
213.30;9.209;1.182;0.55;0.462;6.36;2.746;0.1473;84.65
1480.30;66.553;3.646;7.97;6.286;63.30;3.243;1.9073;2674.64
251.65;11.314;0.620;1.35;1.069;10.76;0.551;0.3242;456.81
637.76;8.463;11.698;2.97;1.061;4.72;3.744;1.3316;908.87
772.05;11.885;14.185;1.67;0.736;9.69;2.196;1.0135;831.05
926.43;32.044;7.635;4.50;2.843;29.85;2.197;1.1376;1052.65
1491.90;27.624;21.933;11.01;2.745;24.37;3.249;4.3048;1710.82
1156.38;31.963;11.610;9.13;3.009;28.24;3.724;2.7293;1003.16
894.21;8.859;13.130;14.83;0.642;7.91;0.949;4.6711;1298.15
907.79;9.791;13.267;14.30;0.887;8.63;1.209;4.6238;1348.88
1964.75;61.487;21.113;6.75;2.938;37.25;24.234;7.7110;584.85
900.03;11.503;12.450;14.04;0.613;10.54;0.938;2.4428;1169.94
1634.30;75.608;4.904;7.46;5.097;43.03;31.883;1.6576;704.05
532.85;10.566;6.033;6.53;2.043;7.42;2.729;2.9464;813.29
612.85;18.502;5.398;5.48;0.559;10.41;8.091;1.0794;976.09
598.19;16.035;5.079;7.73;0.688;14.01;2.032;2.2469;924.62
518.25;11.389;6.174;5.04;0.744;9.27;1.900;2.3391;780.58
440.09;16.519;2.651;3.31;0.314;2.49;13.769;1.0911;233.24
455.72;12.164;2.899;7.60;0.108;0.25;11.910;1.8463;179.57
1793.70;62.566;14.589;7.91;6.826;36.85;25.623;5.5350;500.44
1513.23;82.369;0.551;4.03;3.005;76.31;6.336;0.1553;233.54
1461.68;72.449;2.049;7.23;3.929;70.47;1.927;0.3292;37.24
1814.49;66.800;16.565;3.28;1.277;39.87;26.210;7.4441;802.64
1906.13;49.280;25.679;7.93;1.005;40.26;9.009;13.3698;7860.60
352.07;5.761;6.487;0.94;0.117;4.69;1.069;2.4949;975.74
1621.89;85.092;1.888;5.49;1.462;59.49;24.033;0.6099;1243.29
989.55;37.595;4.256;9.77;3.349;36.72;0.875;0.4850;996.14
1014.74;41.132;1.772;11.21;7.427;36.81;4.318;0.1791;990.34
1211.11;50.599;2.989;10.29;8.169;49.83;0.765;0.4812;1383.17
1091.26;44.910;3.007;10.15;5.495;44.13;0.778;0.9376;1197.61
1033.60;36.772;4.581;9.60;9.481;35.95;0.819;0.5031;1198.75
1329.85;10.360;18.722;20.52;14.012;9.53;0.828;1.5451;1334.81
792.39;28.820;5.422;4.96;2.191;26.68;2.141;1.2834;1199.61
736.78;27.081;5.273;3.91;1.854;25.19;1.887;1.2589;1006.99
1107.97;15.306;12.921;15.66;12.939;14.60;0.706;1.0264;1330.14
312.92;8.041;0.996;8.06;0;0;8.041;0.6966;211.77
1171.15;45.950;3.843;11.15;7.282;39.53;6.417;0.6231;1185.99
859.73;39.820;1.279;5.86;3.274;36.70;2.115;0.3299;1260.19
178.66;4.800;1.000;3.38;0;0;4.800;0.6794;104.47
1233.21;32.481;10.676;12.28;9.664;28.84;3.641;1.1272;1206.95
210.01;4.800;2.022;3.00;0;0;4.800;1.3932;108.60
190.70;4.800;1.500;3.00;0;0;4.800;1.0492;104.47
1137.25;42.339;5.407;11.21;3.369;39.07;3.265;2.1122;1280.06
152.42;4.878;0.408;3.05;0;0;4.878;0.2841;110.43
208.46;4.800;1.980;3.00;0;0;4.800;1.3320;106.30
209.20;4.800;2.000;3.00;0;0;4.800;1.3438;106.38
190.70;4.800;1.500;3.00;0;0;4.800;1.0492;104.47
312.41;10.739;1.899;2.45;0.183;0.04;10.704;1.1021;107.74
374.21;12.106;2.585;2.69;3;0.03;12.058;1.6375;98.37
206.95;5.625;0.116;6.10;0.089;0.28;5.267;0.0686;177.33
1129.76;44.223;4.881;9.11;5.317;40.75;3.476;0.3961;1009.72
355.48;12.029;2.738;2.74;0.054;0.02;12.011;1.7359;101.55
393.62;13.088;3.293;2.63;0.174;0.01;13.075;2.1260;100.69
228.64;4.829;2.504;3.02;0;0;4.829;1.5949;112.11
170.99;4.818;0.195;4.67;0;0;4.818;0.1352;145.76
1177.29;49.499;3.228;10.05;5.687;47.82;1.678;0.5395;1186.85
180.25;6.646;0.107;3.46;0.077;0.10;6.544;0.0652;115.83
303.23;12.067;0.925;3.23;0.786;0.03;11.490;0.6155;95.82
1087.99;42.722;5.005;9.13;2.441;42.48;0.244;1.9394;1090.84
1082.95;47.565;2.280;9.42;3.721;46.00;1.564;0.3736;1186.83
256.83;11.013;0.389;3.04;0.078;0.04;10.977;0.2577;105.00
925.72;33.751;7.139;3.91;2.7;29.33;4.423;1.0906;1037.63
355.91;10.571;3.181;3.11;0.306;0.51;10.067;2.0670;143.59
1516.01;67.000;2.412;10;15;42;25;0.3250;891.44
1625.23;57.947;10.814;8;13;37.13;20.820;1.9542;918.44
1618.66;85.8;1.073;5.3;4;42.16;35;0.1394;2.32
1572.31;79;3.619;3.4;4.7;36.00;43;1.3639;282.73
1735.14;75.436;8.654;6.36;3.039;43.56;31.872;3.5106;752.47
1623.13;80;2.440;8.08;4.432;41.31;33.526;0.8604;900.13
346.00;12.959;2.054;2.65;0.168;0.01;12.949;1.2814;97.80
2595.66;0.167;70.000;0.17;0;0;0.167;19.7493;739.78
228.39;4.830;2.497;3.02;0;0;4.830;1.5906;112.11
166.69;3.094;1.493;3.31;0;0;3.094;1.0440;111.08
178.54;6.494;0.396;3.00;0;0;6.494;0.2761;108.58
1612.88;64;8.641;8.00;8.536;32.53;25.437;2.7736;507.40
1498.58;57.664;7.743;9.10;8.272;37.49;20.172;0.9558;694.47
1936.13;56.115;21.537;8.22;5.694;36.86;19.255;11.3640;747.94
1913.46;54.591;21.982;6.64;6.517;28.62;25.969;11.5625;505.88
2022.30;51.816;25.160;9.38;6.374;30.83;20.982;11.3056;650.41
296.30;4.7;4.4;3.00;0;0;4.7;2.9603;101.92
790.99;6.130;10.848;13.88;0.084;4.86;1.269;3.6498;2199.35
1024.83;37.127;4.432;9.6;8.312;34.92;2.207;0.7698;1089.86
193.06;10.000;0.140;0.56;0;0;10.000;0.0263;9.68
450.26;0.130;2.018;21.96;0;0;0.130;0.6894;1997.63
208.76;11.142;0.064;0.82;0;0;11.142;0.0223;27.23
376.33;12.762;2.018;2.74;2.599;1.34;11.425;1.1393;109.98
0;0;0;0;0;0;0;0;0
1080.35;39.524;4.139;11.91;6.611;38.59;0.930;0.4320;1087.23
161.80;2.800;1.500;3.30;0;0;2.800;1.0492;104.47
115.10;3.100;0.100;3.30;0;0;3.100;0.0683;112.11
220.31;3.100;3.000;3.20;0;0;3.100;1.8935;254.80
580.23;12.888;7.992;3.17;0.828;10.94;1.949;5.2113;900.95
266.06;3.621;4.205;2.47;0.432;2.47;1.150;2.5695;817.16
1226.11;0.240;22.062;23.82;0.097;0.03;0.213;8.5982;3600.32
1424.45;31.397;19.099;10.00;1.750;30.29;1.062;8.8191;1.02
1524.13;31.686;24.122;4.79;1.275;23.02;8.665;13.3005;579.53
1407.78;60.698;7.239;7.5;1.781;33.34;27.354;1.2481;536.11
185.85;10.477;0.057;0.08;0.322;0.83;9.644;0.0027;2.26
168.87;9.478;0.057;0.08;0.322;0.83;8.644;0.0027;2.29
276.01;15.243;0.121;0.16;0.714;0.81;14.436;0.0061;2.06
125.56;3.600;0.100;2.88;0;0;3.600;0.0683;142.69
671.28;18.291;6.597;6.29;0.854;12.29;5.998;0.6955;1355.74
1798.30;56.473;20.120;4.6;1.8;22.43;34.043;9.1500;398.91
574.77;6.801;11.778;1.27;0.203;6.09;0.704;5.4356;1600.45
642.77;6.684;13.350;1.15;1.629;0.02;6.660;1.7417;350.33
1807.27;57.539;19.976;4.69;1.271;15.69;41.849;5.2790;577.95
1450.11;54.864;11.158;7.4;1.890;35.11;19.749;3.9914;630.07
1295.09;37.177;16.098;4.6;1.227;23.39;13.791;6.5402;540.27
273.06;7.378;3.495;1.0775;0;0;7.378;1.4938;50.96
2972.63;0.250;80.048;0.33;0;0;0.250;34.4737;1324.96
463.33;11.215;5.961;2.80;0.322;3.98;6.807;1.6657;1118.17
222.49;12.251;0.070;0.31;0.255;0.02;12.231;0.0034;12.50
349.90;9.242;0.082;11.00;0.086;0;9.242;0.0544;282.03
2125.31;53.976;29.289;5.88;3.002;28.66;24.272;7.4454;560.12
1892.43;64.463;18.977;4.85;1.499;28.19;36.274;10.5388;764.27
2360.80;39.282;39.440;11.04;5.257;0;39.282;14.1586;196.78
827.14;12.474;13.705;4.84;2.466;8.68;3.410;0.8499;1035.18
1489.62;3.125;27.625;24.38;0;1.50;1.625;15.2500;3185.00
786.03;5.190;13.824;10.02;1.970;4.57;0.615;1.7290;68.89
242.59;11.555;0.233;0.92;1.950;1.23;10.330;0.0241;5.04
218.63;7.849;0.716;0.79;2.956;0.94;6.904;0.0341;5.10
1566.86;86.311;2.038;1.41;0.030;54.46;31.591;0.9925;53.15
247.60;10.103;1.479;0.87;0.804;3.05;7.053;0.2151;151.73
189.49;5.999;1.524;1.36;1.000;5.88;0.119;0.1718;101.13
368.56;13.427;2.472;2.71;0.038;0.42;13.009;1.5730;101.32
198.30;10.713;0.159;0.15;0.552;1.06;9.648;0.0060;2.76
194.67;10.481;0.130;0.37;0;0;10.481;0.0420;26.61
173.98;8.843;0.089;0.38;1.5;0;8.843;0.0153;6.26
184.13;9.823;0.057;0.48;0;0;9.823;0.0116;9.32
300.09;11.335;1.539;2.75;0.089;0.03;11.302;0.9694;100.87
122.93;4.439;0.094;2.42;0.086;0.24;3.995;0.0544;89.77
310.75;11.998;1.530;2.76;0.059;0.45;11.545;0.9694;101.58
262.69;7.636;2.191;2.90;0;0;7.636;1.4652;106.31
333.79;11.847;2.197;2.87;0;0;11.847;1.4681;128.51
1531.70;7.801;36.966;1.77;0;0;7.801;24.6934;101.27
465.45;5;2.95;13.7;4.8;4.20;0.8;0.6000;840.84
392.49;1.624;1.839;17.460;0;0.914;0.710;0.5766;1936.34
555.17;31.613;0.064;0.12;1.160;0.06;31.549;0.0108;1.57
178.08;9.867;0.090;0.14;0.367;0.72;9.148;0.0090;2.27
1489.82;43.204;9.171;13.83;27;41.34;1.862;1.0674;17.38
199.87;5.795;1.230;1.86;3.622;5.55;0.250;0.1432;359.05
1473.44;85.482;0.074;0.59;0.926;56.40;28.822;0.0090;17.45
224.70;4.800;1.500;5;0;0;4.800;1.0492;104.47
1164.99;0;3.2;40.670;44.4;0;0;0;2012.92
696.22;0;2.0;14.437;47.1;0;0;0;8204.56
3700.00;0;100;0;0;0;0;86.5000;0
76.00;0.452;0.303;2.607;1.6;0.100;0.352;0.0790;68.80
494.31;0;4.552;19.170;0;0;0;1.1794;178.36
458.57;0;2.171;22.250;0;0;0;0.8732;132.50
648.41;0;8.170;20.360;0;0;0;2.3165;112.11
734.38;0;10.721;19.865;0;0;0;4.1579;122.30
619.78;0;7.146;20.905;0;0;0;3.2570;84.08
621.35;0;6.922;21.485;0;0;0;2.6038;107.02
593.78;0;6.538;20.698;0;0;0;2.3250;122.30
858.19;0;14.955;17.931;0;0;0;5.8644;99.37
507.02;0;3.997;21.13;0;0;0;1.7206;132.62
699.27;0;6.438;27.12;0;0;0;1.6682;1228.59
699.27;0;6.438;27.12;0;0;0;1.6682;1228.59
742.09;0;8.266;25.66;0;0;0;3.1093;1000.04
700.91;0.004;7.136;25.69;0;0;0.004;2.3208;509.88
820.60;0.004;10.099;26.29;0;0;0.004;3.4998;442.87
724.31;0;5.709;30.18;0;0;0;2.4581;189.46
876.74;0;10.107;29.57;0;0;0;4.6068;1094.95
818.68;0.004;10.373;25.58;0;0;0.004;4.2988;414.82
1257.32;0.311;22.153;25.33;0.215;0.31;0.005;4.8269;1257.28
573.21;0;2.713;27.81;0;0;0;1.0915;165.62
1272.55;0;22.700;25.45;0;0;0;3.7163;140.14
1380.01;0;25.889;24.83;0;0;0;6.0180;152.88
848.26;0;9.340;29.57;0;0;0;3.3215;174.72
1152.61;0.004;20.685;22.78;0;0;0.004;7.7735;450.04
1110.96;0;19.360;23.21;0;0;0;7.5914;447.76
55.84;0.400;0.300;1.62;1.300;0.10;0.300;0.0398;63.70
305.59;9.360;0.864;5.06;3.100;3.69;5.670;0.1628;17.84
115.91;2.049;0.66;2.58;1.6;0;2.049;0.0790;25.48
47.67;1.035;0.121;0.936;1.000;0.273;0.762;0.0153;58.60
93.08;3.226;0.172;1.357;1.1;0.995;2.231;0.0290;15.29
84.82;2.591;0.190;1.138;1.8;0.740;1.851;0.0287;17.84
140.98;5.447;0.114;1.506;1.98;1.861;3.586;0.0201;9.43
103.50;4.818;0.032;0.447;1.6;1.744;3.074;0.0084;53.51
91.95;0.378;0.438;3.324;1.6;0.100;0.278;0;22.93
62.94;0.300;0.285;1.936;1.8;0.100;0.200;0;7.64
87.45;0.505;0.403;2.444;2.8;0.100;0.405;0.0130;117.21
66.76;0.617;0.502;1.512;1.500;0.367;0.25;0;5.10
100.93;0.422;0.838;2.175;3.22;0.172;0.25;0.0374;11.38
66.76;0.617;0.502;1.512;1.500;0.367;0.25;0;5.10
1452.02;69.102;1.270;11.900;3.500;68.600;0.502;0.1669;2.55
428.74;13.092;0.602;8.843;4.2;11.459;1.633;0.1380;5.10
175.07;6.129;0.137;2.835;2.2;2.218;3.911;0.0281;5.10
2740.01;1.171;59.7;24.6;11.300;0.200;0.971;7.5964;66.25
1352.68;57.088;2.560;9.380;16;55.200;1.888;0.3081;2.55
1309.00;56.501;1.810;9.030;16;54.700;1.801;0.2038;2.55
1487.45;69.308;2.450;9.280;7.600;67.500;1.808;0.4221;2.55
